,Airline,Airline ID,Source Airport,Source Airport ID,Dest Airport,Dest Airport ID,Codeshare,Stops,equipment
29501,G9,329,SHJ,2191,KWI,2176,,0,320
29502,G9,329,SHJ,2191,KZN,2990,,0,320
29503,G9,329,SHJ,2191,LRR,5934,,0,320
29504,G9,329,SHJ,2191,MAA,3144,,0,320
29505,G9,329,SHJ,2191,MCT,2194,,0,320
29506,G9,329,SHJ,2191,MED,2074,,0,320
29507,G9,329,SHJ,2191,MHD,4331,,0,320
29508,G9,329,SHJ,2191,NAG,3015,,0,320
29509,G9,329,SHJ,2191,NBO,4059,,0,320
29510,G9,329,SHJ,2191,NJF,7490,,0,320
29511,G9,329,SHJ,2191,ODS,2947,,0,320
29512,G9,329,SHJ,2191,PEW,2219,,0,320
29513,G9,329,SHJ,2191,ROV,2964,,0,320
29514,G9,329,SHJ,2191,RUH,2082,,0,320
29515,G9,329,SHJ,2191,SAW,4317,,0,320
29516,G9,329,SHJ,2191,SKT,6776,,0,320
29517,G9,329,SHJ,2191,SLL,2195,,0,320
29518,G9,329,SHJ,2191,SVX,2975,,0,320
29519,G9,329,SHJ,2191,SYZ,2157,,0,320
29520,G9,329,SHJ,2191,TIF,2090,,0,320
29521,G9,329,SHJ,2191,TRV,3153,,0,320
29522,G9,329,SHJ,2191,TSE,2910,,0,320
29523,G9,329,SHJ,2191,UFA,2992,,0,320
29524,G9,329,SHJ,2191,YNB,2096,,0,320
29525,G9,329,SKT,6776,SHJ,2191,,0,320
29526,G9,329,SLL,2195,SHJ,2191,,0,320
29527,G9,329,SVX,2975,SHJ,2191,,0,320
29528,G9,329,SYZ,2157,SHJ,2191,,0,320
29529,G9,329,TIF,2090,SHJ,2191,,0,320
29530,G9,329,TRV,3153,SHJ,2191,,0,320
29531,G9,329,TSE,2910,SHJ,2191,,0,320
29532,G9,329,UFA,2992,SHJ,2191,,0,320
29533,G9,329,YNB,2096,SHJ,2191,,0,320
29534,GA,2520,AMQ,3256,CGK,3275,,0,738
29535,GA,2520,AMQ,3256,SUB,3928,,0,CRK
29536,GA,2520,AMQ,3256,UPG,3240,,0,738
29537,GA,2520,AMS,580,AUH,2179,,0,332
29538,GA,2520,AUH,2179,AMS,580,,0,332
29539,GA,2520,AUH,2179,CGK,3275,,0,332
29540,GA,2520,BDJ,3908,CGK,3275,,0,738
29541,GA,2520,BDJ,3908,SUB,3928,,0,CRK
29542,GA,2520,BDO,3896,DPS,3940,,0,738
29543,GA,2520,BDO,3896,SIN,3316,Y,0,319
29544,GA,2520,BDO,3896,SUB,3928,,0,738
29545,GA,2520,BEJ,6209,BPN,3919,,0,CRK
29546,GA,2520,BIK,3241,DJJ,3244,,0,738
29547,GA,2520,BIK,3241,UPG,3240,,0,738
29548,GA,2520,BKK,3885,CGK,3275,,0,738
29549,GA,2520,BKS,3288,CGK,3275,,0,CRK 735
29550,GA,2520,BMU,3924,DPS,3940,,0,AT7
29551,GA,2520,BMU,3924,LOP,8401,,0,AT7
29552,GA,2520,BNE,3320,DPS,3940,,0,738
29553,GA,2520,BOM,2997,SIN,3316,,0,73H
29554,GA,2520,BPN,3919,BEJ,6209,,0,CRK
29555,GA,2520,BPN,3919,CGK,3275,,0,738 332
29556,GA,2520,BPN,3919,JOG,3898,,0,CRK
29557,GA,2520,BPN,3919,MDC,3250,,0,CRK
29558,GA,2520,BPN,3919,SIN,3316,,0,738
29559,GA,2520,BPN,3919,SUB,3928,,0,738 CRK
29560,GA,2520,BPN,3919,TRK,3920,,0,CRK
29561,GA,2520,BPN,3919,UPG,3240,,0,738
29562,GA,2520,BTH,3903,CGK,3275,,0,738
29563,GA,2520,BTH,3903,TKG,6223,,0,CRK
29564,GA,2520,BTJ,3294,CGK,3275,,0,738
29565,GA,2520,BWN,3272,CGK,3275,Y,0,319
29566,GA,2520,BWN,3272,SUB,3928,Y,0,320 319
29567,GA,2520,CAN,3370,CGK,3275,,0,332
29568,GA,2520,CGK,3275,AMQ,3256,,0,738
29569,GA,2520,CGK,3275,AUH,2179,,0,332
29570,GA,2520,CGK,3275,BDJ,3908,,0,738
29571,GA,2520,CGK,3275,BKK,3885,,0,738
29572,GA,2520,CGK,3275,BKS,3288,,0,CRK 735
29573,GA,2520,CGK,3275,BPN,3919,,0,738 332
29574,GA,2520,CGK,3275,BTH,3903,,0,738
29575,GA,2520,CGK,3275,BTJ,3294,,0,738
29576,GA,2520,CGK,3275,BWN,3272,Y,0,319
29577,GA,2520,CGK,3275,CAN,3370,,0,332
29578,GA,2520,CGK,3275,DJB,3287,,0,738
29579,GA,2520,CGK,3275,DJJ,3244,,0,738
29580,GA,2520,CGK,3275,DPS,3940,,0,738 332 777 333
29581,GA,2520,CGK,3275,HKG,3077,,0,332 333
29582,GA,2520,CGK,3275,HND,2359,,0,788
29583,GA,2520,CGK,3275,ICN,3930,,0,333 332
29584,GA,2520,CGK,3275,JED,2072,,0,777
29585,GA,2520,CGK,3275,JOG,3898,,0,738
29586,GA,2520,CGK,3275,KIX,3992,,0,332
29587,GA,2520,CGK,3275,KUL,3304,,0,738
29588,GA,2520,CGK,3275,LOP,8401,,0,738
29589,GA,2520,CGK,3275,MDC,3250,,0,738
29590,GA,2520,CGK,3275,MEL,3339,,0,332
29591,GA,2520,CGK,3275,MLG,3894,,0,738
29592,GA,2520,CGK,3275,MNL,2397,Y,0,319 320
29593,GA,2520,CGK,3275,NRT,2279,,0,763 777
29594,GA,2520,CGK,3275,PDG,8807,,0,738
29595,GA,2520,CGK,3275,PEK,3364,,0,333
29596,GA,2520,CGK,3275,PER,3351,,0,738
29597,GA,2520,CGK,3275,PGK,3905,,0,738
29598,GA,2520,CGK,3275,PKU,3273,,0,738
29599,GA,2520,CGK,3275,PKY,3911,,0,738
29600,GA,2520,CGK,3275,PLM,3289,,0,738
29601,GA,2520,CGK,3275,PLW,3249,,0,738
29602,GA,2520,CGK,3275,PNK,3284,,0,738 735 CRK
29603,GA,2520,CGK,3275,PVG,3406,,0,777
29604,GA,2520,CGK,3275,SIN,3316,,0,738 332 333
29605,GA,2520,CGK,3275,SOC,3929,,0,738
29606,GA,2520,CGK,3275,SRG,3901,,0,738
29607,GA,2520,CGK,3275,SUB,3928,,0,738 332
29608,GA,2520,CGK,3275,SYD,3361,,0,332
29609,GA,2520,CGK,3275,TJQ,3904,,0,735 CRK
29610,GA,2520,CGK,3275,TKG,6223,,0,738
29611,GA,2520,CGK,3275,TNJ,3906,,0,CRK
29612,GA,2520,CGK,3275,TPE,2276,,0,738
29613,GA,2520,CGK,3275,TTE,3253,,0,735 CRK
29614,GA,2520,CGK,3275,UPG,3240,,0,738 332
29615,GA,2520,DEL,3093,SIN,3316,,0,73H
29616,GA,2520,DJB,3287,CGK,3275,,0,738
29617,GA,2520,DJJ,3244,BIK,3241,,0,738
29618,GA,2520,DJJ,3244,CGK,3275,,0,738
29619,GA,2520,DJJ,3244,MKQ,3246,,0,738
29620,GA,2520,DJJ,3244,MKW,3260,,0,CRK
29621,GA,2520,DJJ,3244,TIM,3243,,0,738
29622,GA,2520,DJJ,3244,UPG,3240,,0,738
29623,GA,2520,DPS,3940,BDO,3896,,0,738
29624,GA,2520,DPS,3940,BMU,3924,,0,AT7
29625,GA,2520,DPS,3940,BNE,3320,,0,738
29626,GA,2520,DPS,3940,CGK,3275,,0,738 333 332 777
29627,GA,2520,DPS,3940,HKG,3077,,0,738
29628,GA,2520,DPS,3940,HND,2359,,0,332
29629,GA,2520,DPS,3940,ICN,3930,,0,333 332
29630,GA,2520,DPS,3940,JOG,3898,,0,738
29631,GA,2520,DPS,3940,KIX,3992,,0,333
29632,GA,2520,DPS,3940,KOE,3916,,0,738 CRK
29633,GA,2520,DPS,3940,LBJ,3917,,0,AT7
29634,GA,2520,DPS,3940,LOP,8401,,0,AT7 738
29635,GA,2520,DPS,3940,MEL,3339,,0,333
29636,GA,2520,DPS,3940,NRT,2279,,0,333
29637,GA,2520,DPS,3940,PER,3351,,0,738
29638,GA,2520,DPS,3940,PLM,3289,,0,CRK
29639,GA,2520,DPS,3940,SIN,3316,,0,738 772
29640,GA,2520,DPS,3940,SRG,3901,,0,CRK
29641,GA,2520,DPS,3940,SUB,3928,,0,CRK 738
29642,GA,2520,DPS,3940,SYD,3361,,0,332
29643,GA,2520,DPS,3940,TIM,3243,,0,738
29644,GA,2520,DPS,3940,TMC,6204,,0,AT7
29645,GA,2520,DPS,3940,TPE,2276,Y,0,333
29646,GA,2520,DPS,3940,UPG,3240,,0,CRK 738
29647,GA,2520,ENE,3914,KOE,3916,,0,AT7
29648,GA,2520,ENE,3914,LBJ,3917,,0,AT7
29649,GA,2520,GTO,3247,UPG,3240,,0,738
29650,GA,2520,HKG,3077,CGK,3275,,0,333 332
29651,GA,2520,HKG,3077,DPS,3940,,0,738
29652,GA,2520,HND,2359,CGK,3275,,0,788
29653,GA,2520,HND,2359,DPS,3940,,0,332
29654,GA,2520,ICN,3930,CGK,3275,,0,332 333
29655,GA,2520,ICN,3930,DPS,3940,,0,333 332
29656,GA,2520,IST,1701,SIN,3316,Y,0,333
29657,GA,2520,JED,2072,CGK,3275,,0,777
29658,GA,2520,JED,2072,SUB,3928,,0,744
29659,GA,2520,JOG,3898,BPN,3919,,0,CRK
29660,GA,2520,JOG,3898,CGK,3275,,0,738
29661,GA,2520,JOG,3898,DPS,3940,,0,738
29662,GA,2520,JOG,3898,SIN,3316,,0,319
29663,GA,2520,JOG,3898,UPG,3240,,0,CRK
29664,GA,2520,KDI,3890,UPG,3240,,0,738 CRK
29665,GA,2520,KIX,3992,CGK,3275,,0,332
29666,GA,2520,KIX,3992,DPS,3940,,0,333
29667,GA,2520,KOE,3916,DPS,3940,,0,738 CRK
29668,GA,2520,KOE,3916,ENE,3914,,0,AT7
29669,GA,2520,KOE,3916,LOP,8401,,0,CRK
29670,GA,2520,KOE,3916,TMC,6204,,0,AT7
29671,GA,2520,KUL,3304,CGK,3275,,0,738
29672,GA,2520,LBJ,3917,DPS,3940,,0,AT7
29673,GA,2520,LBJ,3917,ENE,3914,,0,AT7
29674,GA,2520,LOP,8401,BMU,3924,,0,AT7
29675,GA,2520,LOP,8401,CGK,3275,,0,738
29676,GA,2520,LOP,8401,DPS,3940,,0,738 AT7
29677,GA,2520,LOP,8401,KOE,3916,,0,CRK
29678,GA,2520,LOP,8401,SIN,3316,Y,0,319
29679,GA,2520,LOP,8401,SUB,3928,,0,CRK
29680,GA,2520,LOP,8401,UPG,3240,,0,CRK
29681,GA,2520,MAA,3144,SIN,3316,,0,73H
29682,GA,2520,MDC,3250,BPN,3919,,0,CRK
29683,GA,2520,MDC,3250,CGK,3275,,0,738
29684,GA,2520,MDC,3250,SIN,3316,Y,0,319
29685,GA,2520,MDC,3250,TTE,3253,,0,CRK
29686,GA,2520,MDC,3250,UPG,3240,,0,CRK
29687,GA,2520,MEL,3339,CGK,3275,,0,332
29688,GA,2520,MEL,3339,DPS,3940,,0,333
29689,GA,2520,MKQ,3246,DJJ,3244,,0,738
29690,GA,2520,MKW,3260,DJJ,3244,,0,CRK
29691,GA,2520,MKW,3260,SOQ,3261,,0,CRK
29692,GA,2520,MLG,3894,CGK,3275,,0,738
29693,GA,2520,MNL,2397,CGK,3275,Y,0,319 320
29694,GA,2520,NRT,2279,CGK,3275,,0,777 763
29695,GA,2520,NRT,2279,DPS,3940,,0,333
29696,GA,2520,PDG,8807,CGK,3275,,0,738
29697,GA,2520,PEK,3364,CGK,3275,,0,333
29698,GA,2520,PER,3351,CGK,3275,,0,738
29699,GA,2520,PER,3351,DPS,3940,,0,738
29700,GA,2520,PGK,3905,CGK,3275,,0,738
29701,GA,2520,PKU,3273,CGK,3275,,0,738
29702,GA,2520,PKU,3273,SIN,3316,Y,0,319
29703,GA,2520,PKY,3911,CGK,3275,,0,738
29704,GA,2520,PLM,3289,CGK,3275,,0,738
29705,GA,2520,PLM,3289,DPS,3940,,0,CRK
29706,GA,2520,PLM,3289,SIN,3316,Y,0,319
29707,GA,2520,PLW,3249,CGK,3275,,0,738
29708,GA,2520,PLW,3249,UPG,3240,,0,738
29709,GA,2520,PNK,3284,CGK,3275,,0,738 735 CRK
29710,GA,2520,PVG,3406,CGK,3275,,0,777
29711,GA,2520,SIN,3316,BDO,3896,Y,0,319
29712,GA,2520,SIN,3316,BOM,2997,,0,73H
29713,GA,2520,SIN,3316,BPN,3919,,0,738
29714,GA,2520,SIN,3316,CGK,3275,,0,738 332 333
29715,GA,2520,SIN,3316,DEL,3093,,0,73H
29716,GA,2520,SIN,3316,DPS,3940,,0,772 738
29717,GA,2520,SIN,3316,IST,1701,Y,0,330
29718,GA,2520,SIN,3316,JOG,3898,,0,319
29719,GA,2520,SIN,3316,LOP,8401,Y,0,319
29720,GA,2520,SIN,3316,MAA,3144,,0,73H
29721,GA,2520,SIN,3316,MDC,3250,Y,0,320
29722,GA,2520,SIN,3316,PKU,3273,Y,0,319
29723,GA,2520,SIN,3316,PLM,3289,Y,0,319
29724,GA,2520,SIN,3316,SOC,3929,Y,0,319 320
29725,GA,2520,SIN,3316,SRG,3901,,0,319
29726,GA,2520,SIN,3316,SUB,3928,,0,738
29727,GA,2520,SIN,3316,TPE,2276,Y,0,333
29728,GA,2520,SIN,3316,UPG,3240,,0,319
29729,GA,2520,SOC,3929,CGK,3275,,0,738
29730,GA,2520,SOC,3929,SIN,3316,Y,0,319 320
29731,GA,2520,SOQ,3261,MKW,3260,,0,CRK
29732,GA,2520,SOQ,3261,UPG,3240,,0,CRK
29733,GA,2520,SRG,3901,CGK,3275,,0,738
29734,GA,2520,SRG,3901,DPS,3940,,0,CRK
29735,GA,2520,SRG,3901,SIN,3316,,0,319
29736,GA,2520,SRG,3901,SUB,3928,,0,CRK
29737,GA,2520,SUB,3928,AMQ,3256,,0,CRK
29738,GA,2520,SUB,3928,BDJ,3908,,0,CRK
29739,GA,2520,SUB,3928,BDO,3896,,0,738
29740,GA,2520,SUB,3928,BPN,3919,,0,738 CRK
29741,GA,2520,SUB,3928,BWN,3272,Y,0,319 320
29742,GA,2520,SUB,3928,CGK,3275,,0,738 332
29743,GA,2520,SUB,3928,DPS,3940,,0,CRK 738
29744,GA,2520,SUB,3928,JED,2072,,0,744
29745,GA,2520,SUB,3928,LOP,8401,,0,CRK
29746,GA,2520,SUB,3928,SIN,3316,,0,738
29747,GA,2520,SUB,3928,SRG,3901,,0,CRK
29748,GA,2520,SUB,3928,UPG,3240,,0,CRK
29749,GA,2520,SYD,3361,CGK,3275,,0,332
29750,GA,2520,SYD,3361,DPS,3940,,0,332
29751,GA,2520,TIM,3243,DJJ,3244,,0,738
29752,GA,2520,TIM,3243,DPS,3940,,0,738
29753,GA,2520,TJQ,3904,CGK,3275,,0,735 CRK
29754,GA,2520,TKG,6223,BTH,3903,,0,CRK
29755,GA,2520,TKG,6223,CGK,3275,,0,738
29756,GA,2520,TMC,6204,DPS,3940,,0,AT7
29757,GA,2520,TMC,6204,KOE,3916,,0,AT7
29758,GA,2520,TNJ,3906,CGK,3275,,0,CRK
29759,GA,2520,TPE,2276,CGK,3275,,0,738
29760,GA,2520,TPE,2276,DPS,3940,Y,0,333
29761,GA,2520,TPE,2276,SIN,3316,Y,0,333
29762,GA,2520,TRK,3920,BPN,3919,,0,CRK
29763,GA,2520,TTE,3253,CGK,3275,,0,735 CRK
29764,GA,2520,TTE,3253,MDC,3250,,0,CRK
29765,GA,2520,TTE,3253,UPG,3240,,0,CRK
29766,GA,2520,UPG,3240,AMQ,3256,,0,738
29767,GA,2520,UPG,3240,BIK,3241,,0,738
29768,GA,2520,UPG,3240,BPN,3919,,0,738
29769,GA,2520,UPG,3240,CGK,3275,,0,332 738
29770,GA,2520,UPG,3240,DJJ,3244,,0,738
29771,GA,2520,UPG,3240,DPS,3940,,0,738 CRK
29772,GA,2520,UPG,3240,GTO,3247,,0,738
29773,GA,2520,UPG,3240,JOG,3898,,0,CRK
29774,GA,2520,UPG,3240,KDI,3890,,0,738 CRK
29775,GA,2520,UPG,3240,LOP,8401,,0,CRK
29776,GA,2520,UPG,3240,MDC,3250,,0,CRK
29777,GA,2520,UPG,3240,PLW,3249,,0,738
29778,GA,2520,UPG,3240,SIN,3316,,0,319
29779,GA,2520,UPG,3240,SOQ,3261,,0,CRK
29780,GA,2520,UPG,3240,SUB,3928,,0,CRK
29781,GA,2520,UPG,3240,TTE,3253,,0,CRK
29782,GE,5038,AKJ,2299,TPE,2276,,0,330
29783,GE,5038,BKK,3885,TPE,2276,,0,330
29784,GE,5038,CJU,2370,TPE,2276,,0,320
29785,GE,5038,CKG,3393,TSA,2275,,0,321
29786,GE,5038,CNX,3931,TPE,2276,,0,321
29787,GE,5038,CSX,3371,KHH,2264,,0,320
29788,GE,5038,CSX,3371,TPE,2276,,0,321
29789,GE,5038,CTS,2287,TPE,2276,,0,330
29790,GE,5038,DYG,6353,TPE,2276,,0,321
29791,GE,5038,FOC,3385,KHH,2264,,0,320
29792,GE,5038,FOC,3385,RMQ,2268,,0,321
29793,GE,5038,FOC,3385,TSA,2275,,0,321
29794,GE,5038,HFE,3389,KHH,2264,,0,320
29795,GE,5038,HFE,3389,TSA,2275,,0,321
29796,GE,5038,HGH,3386,TSA,2275,,0,321
29797,GE,5038,HKD,2288,TPE,2276,,0,330
29798,GE,5038,HUN,2278,RMQ,2268,,0,AT7
29799,GE,5038,HUN,2278,TSA,2275,,0,AT7
29800,GE,5038,ISG,2387,TPE,2276,,0,320
29801,GE,5038,KHH,2264,CSX,3371,,0,320
29802,GE,5038,KHH,2264,FOC,3385,,0,320
29803,GE,5038,KHH,2264,HFE,3389,,0,320
29804,GE,5038,KHH,2264,KNH,2259,,0,AT7
29805,GE,5038,KHH,2264,MFM,3121,,0,320
29806,GE,5038,KHH,2264,MZG,2272,,0,AT7
29807,GE,5038,KHH,2264,NNG,3373,,0,320
29808,GE,5038,KHH,2264,XMN,3383,,0,320
29809,GE,5038,KHH,2264,XUZ,4149,,0,320
29810,GE,5038,KIX,3992,TPE,2276,,0,330 321
29811,GE,5038,KNH,2259,KHH,2264,,0,AT7
29812,GE,5038,KNH,2259,MZG,2272,,0,AT7
29813,GE,5038,KNH,2259,TSA,2275,,0,AT7
29814,GE,5038,KUH,5994,TPE,2276,,0,330
29815,GE,5038,MFM,3121,KHH,2264,,0,320
29816,GE,5038,MFM,3121,RMQ,2268,,0,320
29817,GE,5038,MFM,3121,TPE,2276,,0,321 320
29818,GE,5038,MZG,2272,KHH,2264,,0,AT7
29819,GE,5038,MZG,2272,KNH,2259,,0,AT7
29820,GE,5038,MZG,2272,TSA,2275,,0,AT7
29821,GE,5038,NNG,3373,KHH,2264,,0,320
29822,GE,5038,NNG,3373,RMQ,2268,,0,320
29823,GE,5038,NRT,2279,TPE,2276,,0,320
29824,GE,5038,OKA,2384,TPE,2276,,0,320 321
29825,GE,5038,PVG,3406,RMQ,2268,,0,321
29826,GE,5038,PVG,3406,TPE,2276,,0,330
29827,GE,5038,PVG,3406,TSA,2275,,0,321
29828,GE,5038,REP,3035,TPE,2276,,0,321
29829,GE,5038,RMQ,2268,FOC,3385,,0,321
29830,GE,5038,RMQ,2268,HUN,2278,,0,AT7
29831,GE,5038,RMQ,2268,MFM,3121,,0,320
29832,GE,5038,RMQ,2268,NNG,3373,,0,320
29833,GE,5038,RMQ,2268,PVG,3406,,0,321
29834,GE,5038,RMQ,2268,XMN,3383,,0,321
29835,GE,5038,ROR,2256,TPE,2276,,0,320
29836,GE,5038,SHA,3391,TSA,2275,,0,321
29837,GE,5038,TPE,2276,AKJ,2299,,0,330
29838,GE,5038,TPE,2276,BKK,3885,,0,330
29839,GE,5038,TPE,2276,CJU,2370,,0,320
29840,GE,5038,TPE,2276,CNX,3931,,0,321
29841,GE,5038,TPE,2276,CSX,3371,,0,321
29842,GE,5038,TPE,2276,CTS,2287,,0,330
29843,GE,5038,TPE,2276,DYG,6353,,0,321
29844,GE,5038,TPE,2276,HKD,2288,,0,330
29845,GE,5038,TPE,2276,ISG,2387,,0,320
29846,GE,5038,TPE,2276,KIX,3992,,0,330 321
29847,GE,5038,TPE,2276,KUH,5994,,0,330
29848,GE,5038,TPE,2276,MFM,3121,,0,321 320
29849,GE,5038,TPE,2276,NRT,2279,,0,320
29850,GE,5038,TPE,2276,OKA,2384,,0,320 321
29851,GE,5038,TPE,2276,PVG,3406,,0,330
29852,GE,5038,TPE,2276,REP,3035,,0,321
29853,GE,5038,TPE,2276,ROR,2256,,0,320
29854,GE,5038,TPE,2276,WUX,6390,Y,0,738
29855,GE,5038,TPE,2276,XUZ,4149,,0,321
29856,GE,5038,TSA,2275,CKG,3393,,0,321
29857,GE,5038,TSA,2275,FOC,3385,,0,321
29858,GE,5038,TSA,2275,HFE,3389,,0,321
29859,GE,5038,TSA,2275,HGH,3386,,0,321
29860,GE,5038,TSA,2275,HUN,2278,,0,AT7
29861,GE,5038,TSA,2275,KNH,2259,,0,AT7
29862,GE,5038,TSA,2275,MZG,2272,,0,AT7
29863,GE,5038,TSA,2275,PVG,3406,,0,321
29864,GE,5038,TSA,2275,SHA,3391,,0,321
29865,GE,5038,TSA,2275,TSN,3368,,0,321
29866,GE,5038,TSA,2275,WUH,3376,,0,321
29867,GE,5038,TSN,3368,TSA,2275,,0,321
29868,GE,5038,WUH,3376,TSA,2275,,0,321
29869,GE,5038,WUX,6390,TPE,2276,Y,0,738
29870,GE,5038,XMN,3383,KHH,2264,,0,320
29871,GE,5038,XMN,3383,RMQ,2268,,0,321
29872,GE,5038,XUZ,4149,KHH,2264,,0,320
29873,GE,5038,XUZ,4149,TPE,2276,,0,321
29874,GF,2638,ADD,1107,BAH,2057,,0,320
29875,GF,2638,AMM,2170,BAH,2057,,0,320 321
29876,GF,2638,ATH,3941,LCA,1197,,0,320
29877,GF,2638,AUH,2179,BAH,2057,,0,320
29878,GF,2638,BAH,2057,ADD,1107,,0,320
29879,GF,2638,BAH,2057,AMM,2170,,0,320 321
29880,GF,2638,BAH,2057,AUH,2179,,0,320
29881,GF,2638,BAH,2057,BEY,2177,,0,320
29882,GF,2638,BAH,2057,BGW,4130,,0,320
29883,GF,2638,BAH,2057,BKK,3885,,0,332 330
29884,GF,2638,BAH,2057,BOM,2997,,0,321 320
29885,GF,2638,BAH,2057,CAI,1128,,0,320 321
29886,GF,2638,BAH,2057,CDG,1382,,0,320
29887,GF,2638,BAH,2057,COK,3136,,0,321
29888,GF,2638,BAH,2057,DEL,3093,,0,321
29889,GF,2638,BAH,2057,DMM,2064,,0,320
29890,GF,2638,BAH,2057,DOH,11051,,0,320
29891,GF,2638,BAH,2057,DWC,8076,,0,320 321
29892,GF,2638,BAH,2057,DXB,2188,,0,320 321
29893,GF,2638,BAH,2057,FRA,340,,0,320
29894,GF,2638,BAH,2057,IKA,4330,,0,320
29895,GF,2638,BAH,2057,ISB,2223,,0,330
29896,GF,2638,BAH,2057,IST,1701,,0,320
29897,GF,2638,BAH,2057,JED,2072,,0,321 320 330 332
29898,GF,2638,BAH,2057,KHI,2206,,0,320 321 332
29899,GF,2638,BAH,2057,KRT,1175,,0,320
29900,GF,2638,BAH,2057,KWI,2176,,0,320 321
29901,GF,2638,BAH,2057,LCA,1197,,0,320
29902,GF,2638,BAH,2057,LHE,2207,,0,330 332
29903,GF,2638,BAH,2057,LHR,507,,0,332 320
29904,GF,2638,BAH,2057,MAA,3144,,0,321
29905,GF,2638,BAH,2057,MCT,2194,,0,320
29906,GF,2638,BAH,2057,MED,2074,,0,320
29907,GF,2638,BAH,2057,MHD,4331,,0,320
29908,GF,2638,BAH,2057,MNL,2397,,0,330 332
29909,GF,2638,BAH,2057,NJF,7490,,0,321 320
29910,GF,2638,BAH,2057,PEW,2219,,0,330 321 332
29911,GF,2638,BAH,2057,RUH,2082,,0,320 321
29912,GF,2638,BAH,2057,SAH,3980,,0,320
29913,GF,2638,BAH,2057,SKT,6776,,0,321
29914,GF,2638,BAH,2057,TRV,3153,,0,321
29915,GF,2638,BEY,2177,BAH,2057,,0,320
29916,GF,2638,BGW,4130,BAH,2057,,0,320
29917,GF,2638,BKK,3885,BAH,2057,,0,332 330
29918,GF,2638,BOM,2997,BAH,2057,,0,320 321
29919,GF,2638,CAI,1128,BAH,2057,,0,320 321
29920,GF,2638,CDG,1382,BAH,2057,,0,320
29921,GF,2638,COK,3136,BAH,2057,,0,321
29922,GF,2638,DEL,3093,BAH,2057,,0,321
29923,GF,2638,DMM,2064,BAH,2057,,0,320
29924,GF,2638,DOH,11051,BAH,2057,,0,320
29925,GF,2638,DWC,8076,BAH,2057,,0,320 321
29926,GF,2638,DXB,2188,BAH,2057,,0,320 321
29927,GF,2638,FRA,340,BAH,2057,,0,320
29928,GF,2638,IKA,4330,BAH,2057,,0,320
29929,GF,2638,ISB,2223,BAH,2057,,0,330
29930,GF,2638,IST,1701,BAH,2057,,0,320
29931,GF,2638,JED,2072,BAH,2057,,0,321 320 330 332
29932,GF,2638,KHI,2206,BAH,2057,,0,320 321 332
29933,GF,2638,KRT,1175,BAH,2057,,0,320
29934,GF,2638,KWI,2176,BAH,2057,,0,320 321
29935,GF,2638,LCA,1197,ATH,3941,Y,0,320
29936,GF,2638,LCA,1197,BAH,2057,,0,320
29937,GF,2638,LHE,2207,BAH,2057,,0,330 332
29938,GF,2638,LHR,507,BAH,2057,,0,332 320
29939,GF,2638,LHR,507,DFW,3670,Y,0,777
29940,GF,2638,MAA,3144,BAH,2057,,0,321
29941,GF,2638,MCT,2194,BAH,2057,,0,320
29942,GF,2638,MED,2074,BAH,2057,,0,320
29943,GF,2638,MHD,4331,BAH,2057,,0,320
29944,GF,2638,MNL,2397,BAH,2057,,0,330
29945,GF,2638,NJF,7490,BAH,2057,,0,321 320
29946,GF,2638,PEW,2219,BAH,2057,,0,330 321 332
29947,GF,2638,RUH,2082,BAH,2057,,0,320 321
29948,GF,2638,SAH,3980,BAH,2057,,0,320
29949,GF,2638,SKT,6776,BAH,2057,,0,321
29950,GF,2638,TRV,3153,BAH,2057,,0,321
29951,GK,14118,CTS,2287,KIX,3992,,0,320
29952,GK,14118,CTS,2287,NGO,3942,,0,320
29953,GK,14118,CTS,2287,NRT,2279,,0,320
29954,GK,14118,FUK,2305,KIX,3992,,0,320
29955,GK,14118,FUK,2305,NGO,3942,,0,320
29956,GK,14118,FUK,2305,NRT,2279,,0,320
29957,GK,14118,KIX,3992,CTS,2287,,0,320
29958,GK,14118,KIX,3992,FUK,2305,,0,320
29959,GK,14118,KIX,3992,NRT,2279,,0,320
29960,GK,14118,KIX,3992,OKA,2384,,0,320
29961,GK,14118,KOJ,2307,NGO,3942,,0,320
29962,GK,14118,KOJ,2307,NRT,2279,,0,320
29963,GK,14118,MYJ,2333,NRT,2279,,0,320
29964,GK,14118,NGO,3942,CTS,2287,,0,320
29965,GK,14118,NGO,3942,FUK,2305,,0,320
29966,GK,14118,NGO,3942,KOJ,2307,,0,320
29967,GK,14118,NRT,2279,CTS,2287,,0,320
29968,GK,14118,NRT,2279,FUK,2305,,0,320
29969,GK,14118,NRT,2279,KIX,3992,,0,320
29970,GK,14118,NRT,2279,KOJ,2307,,0,320
29971,GK,14118,NRT,2279,MYJ,2333,,0,320
29972,GK,14118,NRT,2279,OIT,2310,,0,320
29973,GK,14118,NRT,2279,OKA,2384,,0,320
29974,GK,14118,NRT,2279,TAK,2337,,0,320
29975,GK,14118,OIT,2310,NRT,2279,,0,320
29976,GK,14118,OKA,2384,KIX,3992,,0,320
29977,GK,14118,OKA,2384,NRT,2279,,0,320
29978,GK,14118,TAK,2337,NRT,2279,,0,320
29979,GL,921,AGM,7642,IOQ,\N,,0,BH2
29980,GL,921,AGM,7642,KUS,4248,,0,BH2
