,Name,City,Country,IATA,Lat,Long,city_population,country_population,country_density,source_airport,destination_flights,flights_coefficient
1226,Konya Airport,Konya,Turkey,KYA,37.979,32.561901,1328136.0,83429615.0,106.4748,KYA,123.0,1096.4350212423928
1227,Amasya Merzifon Airport,Merzifon,Turkey,MZH,40.829399,35.521999,29604.0,83429615.0,106.4748,MZH,27.0,1096.4350212423928
1228,Sivas Nuri Demirağ Airport,Sivas,Turkey,VAS,39.813801,36.9035,365766.0,83429615.0,106.4748,VAS,58.0,1096.4350212423928
1229,Malatya Erhaç Airport,Malatya,Turkey,MLX,38.4352989197,38.0909996033,496002.0,83429615.0,106.4748,MLX,157.0,1096.4350212423928
1230,Kayseri Erkilet Airport,Kayseri,Turkey,ASR,38.770401001,35.4953994751,973506.0,83429615.0,106.4748,ASR,272.0,1096.4350212423928
1232,Çardak Airport,Denizli,Turkey,DNZ,37.7855987549,29.701299667399997,644782.0,83429615.0,106.4748,DNZ,74.0,1096.4350212423928
1237,Adnan Menderes International Airport,Izmir,Turkey,ADB,38.2924003601,27.156999588,783669.0,83429615.0,106.4748,ADB,3964.0,1096.4350212423928
1239,Cengiz Topel Airport,Topel,Turkey,KCO,40.73500061035156,30.08329963684082,24122.0,83429615.0,106.4748,KCO,22.0,1096.4350212423928
1240,Dalaman International Airport,Dalaman,Turkey,DLM,36.7131004333,28.7924995422,252181.0,83429615.0,106.4748,DLM,230.0,1096.4350212423928
1242,Elazığ Airport,Elazig,Turkey,EZS,38.6068992615,39.2914009094,408388.0,83429615.0,106.4748,EZS,181.0,1096.4350212423928
1243,Diyarbakir Airport,Diyabakir,Turkey,DIY,37.893901825,40.2010002136,416646.0,83429615.0,106.4748,DIY,380.0,1096.4350212423928
1244,Erzincan Airport,Erzincan,Turkey,ERC,39.7102012634,39.5270004272,58112.0,83429615.0,106.4748,ERC,53.0,1096.4350212423928
1245,Erzurum International Airport,Erzurum,Turkey,ERZ,39.9565010071,41.17020034789999,431275.0,83429615.0,106.4748,ERZ,121.0,1096.4350212423928
1246,Trabzon International Airport,Trabzon,Turkey,TZX,40.99509811401367,39.78969955444336,619486.0,83429615.0,106.4748,TZX,565.0,1096.4350212423928
1247,Van Ferit Melen Airport,Van,Turkey,VAN,38.46820068359375,43.332298278808594,511391.0,83429615.0,106.4748,VAN,143.0,1096.4350212423928
1248,Batman Airport,Batman,Turkey,BAL,37.9290008545,41.1166000366,437023.0,83429615.0,106.4748,BAL,83.0,1096.4350212423928
1251,Chişinău International Airport,Chisinau,Moldova,KIV,46.92770004272461,28.93099975585937,499034.0,4043263.0,119.4606,KIV,839.0,594.7961859356377
1253,Skopje Alexander the Great Airport,Skopje,Macedonia,SKP,41.961601,21.621401,149528.0,2083458.9999999998,81.0275,SKP,344.0,434.67313712085775
1254,Gibraltar Airport,Gibraltar,Gibraltar,GIB,36.1511993408,-5.3496599197400005,51727.0,33701.0,5616.8333,GIB,119.0,434.67313712085775
1255,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,44.8184013367,20.3090991974,1397939.0,8772235.0,99.2772,BEG,2650.0,527.5241509433962
1257,Podgorica Airport,Podgorica,Montenegro,TGD,42.359402,19.2519,202558.0,627987.0,45.4668,TGD,466.0,434.67313712085775
1258,Priština International Airport,Pristina,Serbia,PRN,42.5728,21.035801,316515.0,8772235.0,99.2772,PRN,600.0,527.5241509433962
1259,Tivat Airport,Tivat,Montenegro,TIV,42.40470123291016,18.72330093383789,97802.0,627987.0,45.4668,TIV,225.0,434.67313712085775
1260,M. R. Štefánik Airport,Bratislava,Slovakia,BTS,48.17020034790039,17.212699890136722,434926.0,5457013.0,111.2836,BTS,147.0,2958.6802721088434
1261,Košice Airport,Kosice,Slovakia,KSC,48.66310119628906,21.241100311279297,437885.0,5457013.0,111.2836,KSC,148.0,2958.6802721088434
1266,Providenciales Airport,Providenciales,Turks and Caicos Islands,PLS,21.77359962463379,-72.26589965820312,655488.0,38191.0,40.2859,PLS,1508.0,434.67313712085775
1267,South Caicos Airport,South Caicos,Turks and Caicos Islands,XSC,21.5156993866,-71.528503418,34774.0,38191.0,40.2859,XSC,80.0,434.67313712085775
1270,Casa De Campo International Airport,La Romana,Dominican Republic,LRM,18.45070075988769,-68.91179656982422,770116.0,10738958.0,220.6439,LRM,220.0,3500.523082263103
1271,Punta Cana International Airport,Punta Cana,Dominican Republic,PUJ,18.567399978599997,-68.36340332030001,8835321.0,10738958.0,220.6439,PUJ,2524.0,3500.523082263103
1272,Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,POP,19.75790023803711,-70.56999969482422,994149.0,10738958.0,220.6439,POP,284.0,3500.523082263103
1273,Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,18.42970085144,-69.668899536133,3317784.0,10738958.0,220.6439,SDQ,2120.0,3500.523082263103
1274,Cibao International Airport,Santiago,Dominican Republic,STI,19.406099319458008,-70.60469818115234,6767223.0,10738958.0,220.6439,STI,761.0,3500.523082263103
1276,La Aurora Airport,Guatemala City,Guatemala,GUA,14.5833,-90.527496,2934841.0,17581472.0,161.4623,GUA,2746.0,1068.7694828841952
1280,Goloson International Airport,La Ceiba,Honduras,LCE,15.7425,-86.852997,537794.0,9746117.0,86.6383,LCE,492.0,1093.0768514205868
1281,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SAP,15.4526,-87.923599,902751.0,9746117.0,86.6383,SAP,1125.0,1093.0768514205868
1282,La Laguna Airport,Guanaja,Honduras,GJA,16.4454,-85.906601,59027.0,9746117.0,86.6383,GJA,54.0,1093.0768514205868
1283,Juan Manuel Galvez International Airport,Roatan,Honduras,RTB,16.316799,-86.523003,1023120.0,9746117.0,86.6383,RTB,936.0,1093.0768514205868
1285,Toncontín International Airport,Tegucigalpa,Honduras,TGU,14.06089973449707,-87.21720123291016,1444085.0,9746117.0,86.6383,TGU,1022.0,1093.0768514205868
1288,Norman Manley International Airport,Kingston,Jamaica,KIN,17.935699462890625,-76.7874984741211,590940.0,2948279.0,268.2448,KIN,1362.0,433.87665198237886
1289,Sangster International Airport,Montego Bay,Jamaica,MBJ,18.503700256347656,-77.91339874267578,1233946.0,2948279.0,268.2448,MBJ,2844.0,433.87665198237886
1292,General Juan N Alvarez International Airport,Acapulco,Mexico,ACA,16.757099151611328,-99.75399780273438,680417.0,127575529.0,64.9446,ACA,1100.0,618.5602656275726
1294,Jesús Terán Paredo International Airport,Aguascalientes,Mexico,AGU,21.705601,-102.318001,1106453.0,127575529.0,64.9446,AGU,660.0,618.5602656275726
1295,Bahías de Huatulco International Airport,Huatulco,Mexico,HUX,15.7753,-96.262604,267837.0,127575529.0,64.9446,HUX,433.0,618.5602656275726
1298,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,CME,18.65369987487793,-91.79900360107422,150929.0,127575529.0,64.9446,CME,244.0,618.5602656275726
1300,Bachigualato Federal International Airport,Culiacan,Mexico,CUL,24.764499664299997,-107.474998474,839054.0,127575529.0,64.9446,CUL,1835.0,618.5602656275726
1301,Chetumal International Airport,Chetumal,Mexico,CTM,18.50469970703125,-88.32679748535156,50722.0,127575529.0,64.9446,CTM,82.0,618.5602656275726
1302,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,CEN,27.39259910583496,-109.83300018310548,372416.0,127575529.0,64.9446,CEN,183.0,618.5602656275726
1303,Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,CPE,19.816799163800003,-90.5002975464,96496.0,127575529.0,64.9446,CPE,156.0,618.5602656275726
1304,Abraham González International Airport,Ciudad Juarez,Mexico,CJS,31.63610076904297,-106.4290008544922,654437.0,127575529.0,64.9446,CJS,1058.0,618.5602656275726
1305,General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,CUU,28.702899932900003,-105.964996338,1054766.0,127575529.0,64.9446,CUU,1394.0,618.5602656275726
1306,General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,CVM,23.7033004761,-98.9564971924,362348.0,127575529.0,64.9446,CVM,124.0,618.5602656275726
1307,Cozumel International Airport,Cozumel,Mexico,CZM,20.52239990234375,-86.92559814453125,249899.0,127575529.0,64.9446,CZM,404.0,618.5602656275726
1308,General Guadalupe Victoria International Airport,Durango,Mexico,DGO,24.1242008209,-104.527999878,630982.0,127575529.0,64.9446,DGO,286.0,618.5602656275726
1309,Amado Nervo National Airport,Tepic,Mexico,TPQ,21.4195,-104.843002,545941.0,127575529.0,64.9446,TPQ,161.0,618.5602656275726
1311,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,GDL,20.521799087524418,-103.31099700927734,5179479.0,127575529.0,64.9446,GDL,12285.0,618.5602656275726
1314,General Ignacio P. Garcia International Airport,Hermosillo,Mexico,HMO,29.095899581900007,-111.047996521,867885.0,127575529.0,64.9446,HMO,2135.0,618.5602656275726
1315,Licenciado Miguel de la Madrid Airport,Colima,Mexico,CLQ,19.277,-103.577002,409948.0,127575529.0,64.9446,CLQ,207.0,618.5602656275726
1317,Plan De Guadalupe International Airport,Saltillo,Mexico,SLW,25.54949951171875,-100.9290008544922,983784.0,127575529.0,64.9446,SLW,22.0,618.5602656275726
1319,Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,LZC,18.0016994476,-102.221000671,82888.0,127575529.0,64.9446,LZC,134.0,618.5602656275726
1320,Valle del Fuerte International Airport,Los Mochis,Mexico,LMM,25.6851997375,-109.081001282,313492.0,127575529.0,64.9446,LMM,135.0,618.5602656275726
1321,Del Bajío International Airport,Del Bajio,Mexico,BJX,20.9935,-101.481003,721860.0,127575529.0,64.9446,BJX,1167.0,618.5602656275726
1322,Manuel Márquez de León International Airport,La Paz,Mexico,LAP,24.0727005005,-110.361999512,444127.0,127575529.0,64.9446,LAP,718.0,618.5602656275726
1323,Loreto International Airport,Loreto,Mexico,LTO,25.989200592041016,-111.3479995727539,17320.0,127575529.0,64.9446,LTO,28.0,618.5602656275726
1324,General Servando Canales International Airport,Matamoros,Mexico,MAM,25.7698993683,-97.5252990723,562755.0,127575529.0,64.9446,MAM,58.0,618.5602656275726
1325,Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,MID,20.9370002747,-89.657699585,343834.0,127575529.0,64.9446,MID,2758.0,618.5602656275726
1326,General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,MXL,32.6306,-115.241997,1120872.0,127575529.0,64.9446,MXL,390.0,618.5602656275726
1327,General Francisco J. Mujica International Airport,Morelia,Mexico,MLM,19.849899292,-101.025001526,948793.0,127575529.0,64.9446,MLM,387.0,618.5602656275726
1328,Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,MTT,18.1033992767,-94.5807037354,401020.0,127575529.0,64.9446,MTT,164.0,618.5602656275726
1330,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,19.4363,-99.072098,21782378.0,127575529.0,64.9446,MEX,42587.0,618.5602656275726
1331,General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,25.7784996033,-100.107002258,4874095.0,127575529.0,64.9446,MTY,10561.0,618.5602656275726
1332,General Rafael Buelna International Airport,Mazatlan,Mexico,MZT,23.1613998413,-106.26599884,454733.0,127575529.0,64.9446,MZT,977.0,618.5602656275726
1334,Quetzalcóatl International Airport,Nuevo Laredo,Mexico,NLD,27.4438991547,-99.5705032349,446724.0,127575529.0,64.9446,NLD,29.0,618.5602656275726
1335,Xoxocotlán International Airport,Oaxaca,Mexico,OAX,16.9999008179,-96.726600647,552375.0,127575529.0,64.9446,OAX,893.0,618.5602656275726
1336,El Tajín National Airport,Poza Rico,Mexico,PAZ,20.6026992798,-97.4608001709,43300.0,127575529.0,64.9446,PAZ,70.0,618.5602656275726
1337,Hermanos Serdán International Airport,Puebla,Mexico,PBC,19.1581001282,-98.3713989258,3194848.0,127575529.0,64.9446,PBC,283.0,618.5602656275726
1339,Piedras Negras International Airport,Piedras Negras,Mexico,PDS,28.627399,-100.535004,34640.0,127575529.0,64.9446,PDS,56.0,618.5602656275726
1340,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,UPN,19.396699905395508,-102.03900146484376,329996.0,127575529.0,64.9446,UPN,45.0,618.5602656275726
1341,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,20.680099487304688,-105.25399780273438,515909.0,127575529.0,64.9446,PVR,3976.0,618.5602656275726
1342,Puerto Escondido International Airport,Puerto Escondido,Mexico,PXM,15.8769,-97.089103,315466.0,127575529.0,64.9446,PXM,510.0,618.5602656275726
1343,Querétaro Intercontinental Airport,Queretaro,Mexico,QRO,20.6173,-100.185997,1339103.0,127575529.0,64.9446,QRO,678.0,618.5602656275726
1344,General Lucio Blanco International Airport,Reynosa,Mexico,REX,26.0089,-98.2285,899084.0,127575529.0,64.9446,REX,408.0,618.5602656275726
1345,Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,23.15180015563965,-109.72100067138672,2377746.0,127575529.0,64.9446,SJD,3844.0,618.5602656275726
1347,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,SLP,22.25429916380001,-100.930999756,1216564.0,127575529.0,64.9446,SLP,654.0,618.5602656275726
1348,Francisco Sarabia International Airport,Torreon,Mexico,TRC,25.568300247199996,-103.411003113,478766.0,127575529.0,64.9446,TRC,774.0,618.5602656275726
1349,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ,16.5636005402,-93.0224990845,847924.0,127575529.0,64.9446,TGZ,1082.0,618.5602656275726
1350,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,32.541099548339844,-116.97000122070312,2140398.0,127575529.0,64.9446,TIJ,4779.0,618.5602656275726
1351,General Francisco Javier Mina International Airport,Tampico,Mexico,TAM,22.2964000702,-97.8658981323,1001278.0,127575529.0,64.9446,TAM,502.0,618.5602656275726
1353,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,TLC,19.3370990753,-99.5660018921,308044.0,127575529.0,64.9446,TLC,498.0,618.5602656275726
1354,Tapachula International Airport,Tapachula,Mexico,TAP,14.7943000793,-92.3700027466,71135.0,127575529.0,64.9446,TAP,115.0,618.5602656275726
1355,Cancún International Airport,Cancun,Mexico,CUN,21.036500930800003,-86.8770980835,10666454.0,127575529.0,64.9446,CUN,17244.0,618.5602656275726
1356,Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,VSA,17.996999740600586,-92.81739807128906,898461.0,127575529.0,64.9446,VSA,1093.0,618.5602656275726
1357,General Heriberto Jara International Airport,Vera Cruz,Mexico,VER,19.145900726300003,-96.1873016357,986604.0,127575529.0,64.9446,VER,1595.0,618.5602656275726
1358,General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,ZCL,22.8971004486,-102.68699646,368616.0,127575529.0,64.9446,ZCL,267.0,618.5602656275726
1359,Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,ZIH,17.601600647,-101.460998535,385982.0,127575529.0,64.9446,ZIH,624.0,618.5602656275726
1361,Playa De Oro International Airport,Manzanillo,Mexico,ZLO,19.1448001862,-104.558998108,121238.0,127575529.0,64.9446,ZLO,196.0,618.5602656275726
1363,Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,12.14150047302246,-86.16819763183594,1063698.0,6545502.0,50.206,MGA,819.0,1298.7765567765568
1365,Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC,9.340849876403809,-82.25080108642578,32253.0,4246439.0,56.3061,BOC,128.0,251.96952458350265
1366,Cap Manuel Niño International Airport,Changuinola,Panama,CHX,9.458962,-82.515062,5544.0,4246439.0,56.3061,CHX,22.0,251.96952458350265
1367,Enrique Malek International Airport,David,Panama,DAV,8.390999794006348,-82.43499755859375,25701.0,4246439.0,56.3061,DAV,102.0,251.96952458350265
1369,Marcos A. Gelabert International Airport,Panama,Panama,PAC,8.973340034484863,-79.55560302734375,57702.0,4246439.0,56.3061,PAC,229.0,251.96952458350265
1371,Tocumen International Airport,Panama City,Panama,PTY,9.0713596344,-79.3834991455,1860291.0,4246439.0,56.3061,PTY,7383.0,251.96952458350265
1375,Golfito Airport,Golfito,Costa Rica,GLF,8.654009819030763,-83.18219757080078,47633.0,5047561.0,98.7781,GLF,122.0,390.4265106587594
1377,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,10.5933,-85.544403,557920.0,5047561.0,98.7781,LIR,1429.0,390.4265106587594
1380,Nosara Airport,Nosara Beach,Costa Rica,NOB,9.97649002075,-85.65299987790002,8590.0,5047561.0,98.7781,NOB,22.0,390.4265106587594
1381,Juan Santamaria International Airport,San Jose,Costa Rica,SJO,9.993860244750977,-84.20880126953125,1399629.0,5047561.0,98.7781,SJO,6217.0,390.4265106587594
1382,Juan Santamaria International Airport,San Jose,Costa Rica,SJO,9.993860244750977,-84.20880126953125,1036242.0,5047561.0,98.7781,SJO,6217.0,390.4265106587594
1383,Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ,8.951029777526855,-83.46859741210938,33968.0,5047561.0,98.7781,PMZ,87.0,390.4265106587594
1384,Quepos Managua Airport,Quepos,Costa Rica,XQP,9.443160057067873,-84.12979888916016,283060.0,5047561.0,98.7781,XQP,725.0,390.4265106587594
1386,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,13.4409,-89.055702,3839076.0,6453553.0,306.7132,SAL,3160.0,1214.8974683544304
1388,Cap Haitien International Airport,Cap Haitien,Haiti,CAP,19.733,-72.194702,73460.0,11263077.0,405.8766,CAP,169.0,434.67313712085775
1390,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,18.57999992370605,-72.2925033569336,482053.0,11263077.0,405.8766,PAP,1109.0,434.67313712085775
1394,Jardines Del Rey Airport,Cunagua,Cuba,CCC,22.4610004425,-78.32839965820001,403427.0,11333483.0,103.1404,CCC,233.0,1731.4436450839328
1396,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,21.616500854499996,-81.5459976196,17315.0,11333483.0,103.1404,CYO,10.0,1731.4436450839328
1397,Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,21.420299530029297,-77.84750366210938,309741.0,11333483.0,103.1404,CMW,12.0,1731.4436450839328
1398,Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,19.96980094909668,-75.83540344238281,437884.0,11333483.0,103.1404,SCU,72.0,1731.4436450839328
1400,Mariana Grajales Airport,Guantanamo,Cuba,GAO,20.08530044555664,-75.1583023071289,13852.0,11333483.0,103.1404,GAO,8.0,1731.4436450839328
1401,José Martí International Airport,Havana,Cuba,HAV,22.989200592041016,-82.40910339355469,2140423.0,11333483.0,103.1404,HAV,1584.0,1731.4436450839328
1402,Frank Pais International Airport,Holguin,Cuba,HOG,20.785600662231445,-76.31510162353516,526359.0,11333483.0,103.1404,HOG,304.0,1731.4436450839328
1409,Abel Santamaria Airport,Santa Clara,Cuba,SNU,22.49220085144043,-79.943603515625,742790.0,11333483.0,103.1404,SNU,429.0,1731.4436450839328
1412,Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,23.03440093994141,-81.435302734375,1218937.0,11333483.0,103.1404,VRA,704.0,1731.4436450839328
1414,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,19.687000274658203,-79.88279724121094,67375.0,64947.99999999999,246.0152,CYB,155.0,434.67313712085775
1415,Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,19.2928009033,-81.3576965332,479445.0,64947.99999999999,246.0152,GCM,1103.0,434.67313712085775
1418,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,26.5114,-77.08350300000001,190822.0,389482.0,27.9339,MHH,439.0,434.67313712085775
1420,Spring Point Airport,Spring Point,Bahamas,AXP,22.44179916380001,-73.97090148930002,3913.0,389482.0,27.9339,AXP,9.0,434.67313712085775
1421,Treasure Cay Airport,Treasure Cay,Bahamas,TCB,26.745300293000003,-77.3912963867,19126.0,389482.0,27.9339,TCB,44.0,434.67313712085775
1424,South Bimini Airport,Alice Town,Bahamas,BIM,25.6998996735,-79.2647018433,25212.0,389482.0,27.9339,BIM,58.0,434.67313712085775
1425,Exuma International Airport,Great Exuma,Bahamas,GGT,23.5625991821,-75.8779983521,209078.0,389482.0,27.9339,GGT,481.0,434.67313712085775
1426,North Eleuthera Airport,North Eleuthera,Bahamas,ELH,25.474899291999996,-76.6835021973,202558.0,389482.0,27.9339,ELH,466.0,434.67313712085775
1427,Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,25.2847003937,-76.3310012817,188649.0,389482.0,27.9339,GHB,434.0,434.67313712085775
1429,Rock Sound Airport,Rock Sound,Bahamas,RSD,24.8950787333,-76.1768817902,191257.0,389482.0,27.9339,RSD,440.0,434.67313712085775
1431,Grand Bahama International Airport,Freeport,Bahamas,FPO,26.5587005615,-78.695602417,322963.0,389482.0,27.9339,FPO,743.0,434.67313712085775
1432,Inagua Airport,Matthew Town,Bahamas,IGA,20.975000381469727,-73.66690063476562,5217.0,389482.0,27.9339,IGA,12.0,434.67313712085775
1433,Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,23.179000854499996,-75.09359741210002,68679.0,389482.0,27.9339,LGI,158.0,434.67313712085775
1434,Stella Maris Airport,Stella Maris,Bahamas,SML,23.582317,-75.268621,64332.0,389482.0,27.9339,SML,148.0,434.67313712085775
1435,Mayaguana Airport,Mayaguana,Bahamas,MYG,22.379499,-73.013494,3478.0,389482.0,27.9339,MYG,8.0,434.67313712085775
1436,Lynden Pindling International Airport,Nassau,Bahamas,NAS,25.0389995575,-77.46620178219999,2368534.0,389482.0,27.9339,NAS,5449.0,434.67313712085775
1438,Rum Cay Airport,Port Nelson,Bahamas,RCY,23.68440055847168,-74.83619689941406,3478.0,389482.0,27.9339,RCY,8.0,434.67313712085775
1439,San Salvador Airport,Cockburn Town,Bahamas,ZSA,24.06329917907715,-74.52400207519531,72156.0,389482.0,27.9339,ZSA,166.0,434.67313712085775
1440,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,17.539100646972653,-88.30819702148438,492410.0,390353.0,16.997,BZE,3561.0,138.27854938271605
1441,Aitutaki Airport,Aitutaki,Cook Islands,AIT,-18.830900192260746,-159.76400756835938,80415.0,17548.0,74.3559,AIT,185.0,434.67313712085775
1442,Rarotonga International Airport,Avarua,Cook Islands,RAR,-21.2026996613,-159.805999756,153440.0,17548.0,74.3559,RAR,353.0,434.67313712085775
1443,Nadi International Airport,Nandi,Fiji,NAN,-17.755399703979492,177.4429931640625,675483.0,889953.0,48.7058,NAN,1554.0,434.67313712085775
1444,Nausori International Airport,Nausori,Fiji,SUV,-18.04330062866211,178.5590057373047,155613.0,889953.0,48.7058,SUV,358.0,434.67313712085775
1445,Fua'amotu International Airport,Tongatapu,Tonga,TBU,-21.241199493408203,-175.14999389648438,39990.0,104494.0,139.8849,TBU,92.0,434.67313712085775
1447,Bonriki International Airport,Tarawa,Kiribati,TRW,1.3816399574279783,173.14700317382812,12606.0,117606.0,145.0136,TRW,29.0,434.67313712085775
1449,Hihifo Airport,Wallis,Wallis and Futuna,WLS,-13.2383003235,-176.19900512700002,30428.0,11432.0,80.507,WLS,70.0,434.67313712085775
1450,Faleolo International Airport,Faleolo,Samoa,APW,-13.829999923706056,-172.00799560546875,77372.0,197097.0,69.3515,APW,178.0,434.67313712085775
1451,Pago Pago International Airport,Pago Pago,American Samoa,PPG,-14.3310003281,-170.710006714,3478.0,55312.0,277.9497,PPG,8.0,434.67313712085775
1452,Rurutu Airport,Rurutu,French Polynesia,RUR,-22.43409919738769,-151.36099243164062,3913.0,279287.0,67.0235,RUR,9.0,434.67313712085775
1453,Tubuai Airport,Tubuai,French Polynesia,TUB,-23.36540031433105,-149.5240020751953,7390.0,279287.0,67.0235,TUB,17.0,434.67313712085775
1456,Tikehau Airport,Tikehau,French Polynesia,TIH,-15.119600296020508,-148.2310028076172,17822.0,279287.0,67.0235,TIH,41.0,434.67313712085775
1458,Fakarava Airport,Fakarava,French Polynesia,FAV,-16.054100036621097,-145.65699768066406,9129.0,279287.0,67.0235,FAV,21.0,434.67313712085775
1459,Manihi Airport,Manihi,French Polynesia,XMH,-14.436800003051758,-146.07000732421875,5651.0,279287.0,67.0235,XMH,13.0,434.67313712085775
1460,Totegegie Airport,Totegegie,French Polynesia,GMR,-23.07990074157715,-134.88999938964844,2174.0,279287.0,67.0235,GMR,5.0,434.67313712085775
1461,Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,-15.663299560546877,-146.88499450683594,1739.0,279287.0,67.0235,KKR,4.0,434.67313712085775
1462,Makemo Airport,Makemo,French Polynesia,MKP,-16.583900451660153,-143.6580047607422,2174.0,279287.0,67.0235,MKP,5.0,434.67313712085775
1464,Takapoto Airport,Takapoto,French Polynesia,TKP,-14.709500312805176,-145.24600219726562,1739.0,279287.0,67.0235,TKP,4.0,434.67313712085775
1465,Arutua Airport,Arutua,French Polynesia,AXR,-15.248299598693848,-146.61700439453125,1739.0,279287.0,67.0235,AXR,4.0,434.67313712085775
1466,Mataiva Airport,Mataiva,French Polynesia,MVT,-14.8681001663208,-148.7169952392578,3478.0,279287.0,67.0235,MVT,8.0,434.67313712085775
1467,Takaroa Airport,Takaroa,French Polynesia,TKX,-14.45580005645752,-145.02499389648438,3913.0,279287.0,67.0235,TKX,9.0,434.67313712085775
1468,Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,-8.795599937438965,-140.22900390625,29993.0,279287.0,67.0235,NHV,69.0,434.67313712085775
1469,Bora Bora Airport,Bora Bora,French Polynesia,BOB,-16.444400787353516,-151.75100708007812,118232.0,279287.0,67.0235,BOB,272.0,434.67313712085775
1470,Rangiroa Airport,Rangiroa,French Polynesia,RGI,-14.954299926757812,-147.66099548339844,32601.0,279287.0,67.0235,RGI,75.0,434.67313712085775
1471,Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,-16.687200546264652,-151.02200317382812,54769.0,279287.0,67.0235,HUH,126.0,434.67313712085775
1472,Moorea Airport,Moorea,French Polynesia,MOZ,-17.49,-149.761993,34340.0,279287.0,67.0235,MOZ,79.0,434.67313712085775
1473,Hao Airport,Hao Island,French Polynesia,HOI,-18.074800491333008,-140.9459991455078,2174.0,279287.0,67.0235,HOI,5.0,434.67313712085775
1474,Maupiti Airport,Maupiti,French Polynesia,MAU,-16.42650032043457,-152.24400329589844,15214.0,279287.0,67.0235,MAU,35.0,434.67313712085775
1475,Raiatea Airport,Raiatea Island,French Polynesia,RFP,-16.7229,-151.466003,83458.0,279287.0,67.0235,RFP,192.0,434.67313712085775
1476,Bauerfield International Airport,Port-vila,Vanuatu,VLI,-17.699300765991,168.32000732422,222118.0,299882.0,24.6027,VLI,511.0,434.67313712085775
1477,Koné Airport,Kone,New Caledonia,KNQ,-21.05430030822754,164.83700561523438,10433.0,282750.0,15.2221,KNQ,24.0,434.67313712085775
1478,Koumac Airport,Koumac,New Caledonia,KOC,-20.546300888061523,164.25599670410156,10433.0,282750.0,15.2221,KOC,24.0,434.67313712085775
1479,Lifou Airport,Lifou,New Caledonia,LIF,-20.774799346923828,167.24000549316406,78242.0,282750.0,15.2221,LIF,180.0,434.67313712085775
1480,Nouméa Magenta Airport,Noumea,New Caledonia,GEA,-22.25830078125,166.47300720214844,186910.0,282750.0,15.2221,GEA,430.0,434.67313712085775
1481,Maré Airport,Mare,New Caledonia,MEE,-21.4817008972168,168.03799438476562,33905.0,282750.0,15.2221,MEE,78.0,434.67313712085775
1482,Touho Airport,Touho,New Caledonia,TOU,-20.790000915527344,165.25900268554688,6955.0,282750.0,15.2221,TOU,16.0,434.67313712085775
1483,Ouvéa Airport,Ouvea,New Caledonia,UVE,-20.640600204467773,166.572998046875,46511.0,282750.0,15.2221,UVE,107.0,434.67313712085775
